Sepal.Length Sepal.Width Petal.Length Petal.Width Species
7.21655491732963 2.54399169269168 4.0884920684049 1.48942158854838 versicolor
5.36045016895106 3.01923770990602 5.32972116018625 1.50014012584254 versicolor
7.04722180366988 2.83675293532967 4.64403409202852 0.567560368682298 versicolor
5.56402540719088 2.79662672568525 3.38165519263592 1.87694872073785 versicolor
5.49627395060619 2.74680569013064 3.48564339310442 1.59033419476977 versicolor
5.66457560238163 2.43942531927016 3.17881583691693 1.08323178550156 versicolor
5.22196395035553 2.62043188076362 4.20873725356909 1.77414601712084 versicolor
5.5318874941124 2.73978556029466 5.15071443178405 1.04585157406358 versicolor
5.2051537079942 3.02812011730146 4.08419471686243 1.82912965456094 versicolor
6.99977920241253 3.68691178580201 4.06702659222243 1.64507691035908 versicolor
6.55917671708554 2.69357657076275 5.28134711059028 1.98844325573212 versicolor
6.15977477650027 2.80396725664813 4.73951000319194 1.70872190576245 versicolor
5.55017783433178 3.2126645155092 4.97234262335629 1.60441553445169 versicolor
5.81082499246743 2.24950284656053 4.08322417001833 1.17148921047378 versicolor
5.57294928420248 2.00960390282142 4.50603951682061 1.18323573761774 versicolor
5.57797051849485 2.78477892639946 5.21358331433455 0.862156044200366 versicolor
6.31186345397898 2.6485582560751 3.96579496225774 0.495373429402012 versicolor
5.73879302270646 3.00843291289656 3.00450784371225 0.358489812584165 versicolor
5.3864574286184 2.51677451700414 4.27752878357264 1.60492946523902 versicolor
6.4251450069488 4.30482822315331 5.00057335118222 1.07265860802593 versicolor
5.74222784900721 2.64114455142077 4.24648280196946 1.54815031467945 versicolor
5.93443187076005 2.51591272761611 4.54315850361766 0.0793455712813127 versicolor
4.4622153974778 2.40151352717188 1.79044562567604 0.690315330599724 versicolor
5.17546800617611 3.45409355887427 4.30708035988556 1.55329336268097 versicolor
6.10249779394612 3.33093881367722 6.60247268771585 3.02053272654186 virginica
5.98712501245104 3.29112265715312 5.4404241059666 2.59048768719107 virginica
7.61946025064188 2.86601622769453 6.60892018803627 2.12070896392111 virginica
7.04390870194361 3.10602876711849 5.43059722563227 1.55657437801925 virginica
5.71643022754219 2.9529691146537 5.5720205556465 2.3669133794332 virginica
8.29053252105258 2.74577829355151 7.26700201858932 2.38298191771608 virginica
4.13462182532214 2.58503369442123 4.61823720889103 1.32116297285981 virginica
7.69862124952072 2.46410603514068 5.80300356413332 1.8841235206255 virginica
6.51585343451251 2.07376953178216 5.99337551207586 1.80390817469049 virginica
7.04475078116456 2.44600873198816 6.1362876168153 2.57338396988682 virginica
7.09985378691114 3.07296266256531 5.22189955619019 1.86716471036002 virginica
5.91597139192179 2.92671398777714 5.35140034627044 2.22684073473592 virginica
6.68530404532721 3.23393541031724 5.64485874344844 1.9678510825806 virginica
6.11357639362716 2.85676615189346 4.85067398551975 2.90826915394238 virginica
5.55987103834622 2.91548306926195 5.24314453215574 2.44765716679718 virginica
6.68921456187641 3.32447067209841 5.37071646774769 2.34916178091296 virginica
5.8729095348561 2.37839417228858 5.20821540798631 1.87742374672758 virginica
7.73882777843504 2.60792415563815 7.0022313493367 1.96592044832714 virginica
8.14398508387091 1.87867359559605 6.17661019823683 3.228314972362 virginica
4.85284623349753 2.01133069772798 4.38787270137701 1.19242164234581 virginica
7.25327757664617 2.76155624799836 5.73664665396438 1.84120563381797 virginica
6.10564070172608 2.75295161616929 5.09203014801061 2.11179741803606 virginica
7.22164361670737 3.19430966615057 7.14829968526513 0.967086023515184 virginica
5.00936455092626 2.62772401314337 4.12456969428951 1.98577582911453 virginica
6.43269567020334 2.98576394744973 5.84422505328059 2.07217029235204 virginica
7.17322279790018 2.29772761032731 6.42331321117079 1.18109192261582 virginica
6.64699938678509 2.69713544981728 4.3723764554513 1.67278309649192 virginica
5.21838213024609 3.46358140577086 5.32260570912814 1.88288320264992 virginica
6.6194122468889 2.59932621744169 4.99934712036538 1.58543117465158 virginica
6.84454263494452 3.13595247090738 5.36757058237898 1.57875963925774 virginica
7.7105638325235 2.20659254089721 5.98617337404297 1.80296184304891 virginica
7.34661473902108 3.78606957522668 5.90295108666479 1.42197146316178 virginica
4.87494343021507 2.63239170314347 6.17149280319538 1.53840335455501 virginica
5.71687011001852 1.62829202149972 4.90768953678237 1.66594596651059 virginica
6.18383583309027 3.23844415060921 5.0218718373545 1.17053995045378 virginica
7.75064134438524 2.75139245058627 5.11625666517319 1.93104582131386 virginica
6.04965934938618 3.56081985239837 5.64853032469704 2.48872589445574 virginica
6.45518920848946 3.37630148865019 5.10762452413707 1.81173295930881 virginica
5.77072418815347 3.67654222559019 4.84581953587481 1.72827850322792 virginica
7.04814038511374 4.26414048565118 5.60561372635105 2.32579352301937 virginica
7.10698764240539 3.66374248836228 5.3019216647808 2.99098419356229 virginica
6.66427791935134 3.19187455921495 5.00858215775797 1.68675228849025 virginica
5.87332359725149 1.72753633340448 5.51833448778103 1.90277399738433 virginica
6.62680305209175 3.36973676381143 5.86316218525166 2.02121117400915 virginica
6.540944732327 3.09923759667641 5.6940914233703 2.66988281903084 virginica
6.15670472378526 1.94078657764319 5.20291949877568 2.24436573810496 virginica
7.08787737833977 1.58950860001597 4.49512811450222 1.61456533307601 virginica
6.22960422227925 3.10827687937617 4.73239607003384 2.12218633735359 virginica
6.96759243495599 3.45335628920304 5.97709640444532 1.58930046662806 virginica
5.94880209674907 3.23210417860043 5.41047279705529 0.567376072949777 virginica
